Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-27 00:00:00-05:00,4.099999904632568,4.460000038146973,3.700000047683716,4.070000171661377,1762100,0.0,0.0
2024-12-30 00:00:00-05:00,4.199999809265137,5.199999809265137,3.9200000762939453,4.849999904632568,417600,0.0,0.0
2024-12-31 00:00:00-05:00,4.909999847412109,6.900000095367432,4.8480000495910645,6.289999961853027,423600,0.0,0.0
2025-01-02 00:00:00-05:00,5.880000114440918,6.019999980926514,4.300000190734863,4.599999904632568,212400,0.0,0.0
2025-01-03 00:00:00-05:00,4.639999866485596,4.639999866485596,4.199999809265137,4.400000095367432,170600,0.0,0.0
2025-01-06 00:00:00-05:00,4.420000076293945,5.340000152587891,4.420000076293945,4.710000038146973,74300,0.0,0.0
2025-01-07 00:00:00-05:00,4.96999979019165,5.199999809265137,4.690000057220459,4.989999771118164,26000,0.0,0.0
2025-01-08 00:00:00-05:00,4.989999771118164,5.197000026702881,4.599999904632568,4.630000114440918,38400,0.0,0.0
2025-01-10 00:00:00-05:00,4.539999961853027,5.195000171661377,4.539999961853027,4.829999923706055,85600,0.0,0.0
2025-01-13 00:00:00-05:00,4.929999828338623,5.75,4.739999771118164,5.75,207000,0.0,0.0
2025-01-14 00:00:00-05:00,5.75,6.010000228881836,5.5,5.78000020980835,83500,0.0,0.0
2025-01-15 00:00:00-05:00,5.71999979019165,5.840000152587891,5.360000133514404,5.800000190734863,154000,0.0,0.0
2025-01-16 00:00:00-05:00,5.960000038146973,6.071000099182129,5.610000133514404,5.849999904632568,108700,0.0,0.0
2025-01-17 00:00:00-05:00,5.949999809265137,6.050000190734863,5.650000095367432,5.710000038146973,38200,0.0,0.0
2025-01-21 00:00:00-05:00,5.800000190734863,6.0,5.75,5.889999866485596,17100,0.0,0.0
2025-01-22 00:00:00-05:00,5.739999771118164,5.929999828338623,5.010000228881836,5.25,61300,0.0,0.0
2025-01-23 00:00:00-05:00,5.489999771118164,5.769999980926514,5.380000114440918,5.699999809265137,14700,0.0,0.0
2025-01-24 00:00:00-05:00,5.980000019073486,5.980000019073486,5.230000019073486,5.489999771118164,224400,0.0,0.0
2025-01-27 00:00:00-05:00,5.510000228881836,5.739999771118164,5.099999904632568,5.349999904632568,114500,0.0,0.0
2025-01-28 00:00:00-05:00,5.300000190734863,5.599999904632568,5.300000190734863,5.340000152587891,47900,0.0,0.0
2025-01-29 00:00:00-05:00,5.454999923706055,5.699999809265137,5.25,5.690000057220459,21200,0.0,0.0
2025-01-30 00:00:00-05:00,5.75,6.650000095367432,5.75,6.110000133514404,121100,0.0,0.0
2025-01-31 00:00:00-05:00,5.650000095367432,6.313000202178955,5.409999847412109,6.0,115000,0.0,0.0
2025-02-03 00:00:00-05:00,5.820000171661377,6.320000171661377,5.795000076293945,6.190000057220459,16200,0.0,0.0
2025-02-04 00:00:00-05:00,6.190000057220459,6.329999923706055,5.849999904632568,6.179999828338623,19000,0.0,0.0
2025-02-05 00:00:00-05:00,5.949999809265137,6.150000095367432,5.03000020980835,5.28000020980835,51700,0.0,0.0
2025-02-06 00:00:00-05:00,5.423999786376953,5.739999771118164,5.400000095367432,5.480000019073486,10200,0.0,0.0
2025-02-07 00:00:00-05:00,5.320000171661377,5.75,5.320000171661377,5.599999904632568,7500,0.0,0.0
2025-02-10 00:00:00-05:00,5.599999904632568,5.599999904632568,5.210000038146973,5.28000020980835,14400,0.0,0.0
2025-02-11 00:00:00-05:00,5.199999809265137,5.360000133514404,4.550000190734863,5.260000228881836,21700,0.0,0.0
2025-02-12 00:00:00-05:00,5.269999980926514,5.269999980926514,5.010000228881836,5.119999885559082,6600,0.0,0.0
2025-02-13 00:00:00-05:00,5.150000095367432,5.558000087738037,5.131999969482422,5.550000190734863,8500,0.0,0.0
2025-02-14 00:00:00-05:00,5.25,5.561999797821045,5.170000076293945,5.260000228881836,8600,0.0,0.0
2025-02-18 00:00:00-05:00,5.25,5.599999904632568,4.940000057220459,5.599999904632568,11600,0.0,0.0
2025-02-19 00:00:00-05:00,5.309999942779541,5.559999942779541,5.199999809265137,5.559999942779541,8000,0.0,0.0
2025-02-20 00:00:00-05:00,5.210000038146973,5.460000038146973,5.199999809265137,5.449999809265137,1600,0.0,0.0
2025-02-21 00:00:00-05:00,5.215000152587891,5.449999809265137,5.215000152587891,5.440000057220459,5800,0.0,0.0
2025-02-24 00:00:00-05:00,5.0,5.380000114440918,5.0,5.380000114440918,1900,0.0,0.0
2025-02-25 00:00:00-05:00,5.0,5.361000061035156,5.0,5.239999771118164,3100,0.0,0.0
2025-02-26 00:00:00-05:00,5.0,5.449999809265137,5.0,5.449999809265137,3100,0.0,0.0
2025-02-27 00:00:00-05:00,5.940000057220459,5.940000057220459,5.190000057220459,5.190000057220459,2900,0.0,0.0
2025-02-28 00:00:00-05:00,5.480000019073486,5.480000019073486,5.21999979019165,5.239999771118164,2700,0.0,0.0
2025-03-03 00:00:00-05:00,5.190000057220459,5.820000171661377,5.151000022888184,5.820000171661377,264600,0.0,0.0
2025-03-04 00:00:00-05:00,5.800000190734863,7.409999847412109,5.742000102996826,7.190000057220459,315700,0.0,0.0
2025-03-05 00:00:00-05:00,7.409999847412109,7.809999942779541,6.150000095367432,6.650000095367432,474800,0.0,0.0
2025-03-06 00:00:00-05:00,6.75,7.0,6.099999904632568,6.900000095367432,416700,0.0,0.0
2025-03-07 00:00:00-05:00,6.789999961853027,7.980000019073486,6.434999942779541,7.690000057220459,402500,0.0,0.0
2025-03-10 00:00:00-04:00,7.900000095367432,9.170000076293945,7.709000110626221,8.032999992370605,407200,0.0,0.0
2025-03-11 00:00:00-04:00,8.119999885559082,8.949999809265137,7.679999828338623,8.300000190734863,405900,0.0,0.0
2025-03-12 00:00:00-04:00,8.229999542236328,9.0,7.859000205993652,8.75,540000,0.0,0.0
2025-03-13 00:00:00-04:00,8.710000038146973,9.0,8.149999618530273,8.239999771118164,459000,0.0,0.0
2025-03-14 00:00:00-04:00,8.289999961853027,8.649999618530273,7.510000228881836,7.699999809265137,420700,0.0,0.0
2025-03-17 00:00:00-04:00,8.383000373840332,8.383000373840332,6.900000095367432,7.889999866485596,517600,0.0,0.0
2025-03-18 00:00:00-04:00,7.800000190734863,10.979999542236328,7.300000190734863,10.600000381469727,560300,0.0,0.0
2025-03-19 00:00:00-04:00,10.600000381469727,11.0,9.520000457763672,9.720000267028809,530900,0.0,0.0
2025-03-20 00:00:00-04:00,9.600000381469727,11.90999984741211,9.260000228881836,11.029999732971191,511400,0.0,0.0
2025-03-21 00:00:00-04:00,11.0,13.979999542236328,11.0,13.479999542236328,541700,0.0,0.0
2025-03-24 00:00:00-04:00,13.3100004196167,13.319999694824219,10.130000114440918,10.819999694824219,534400,0.0,0.0
2025-03-25 00:00:00-04:00,11.229999542236328,11.880000114440918,9.449999809265137,9.539999961853027,637700,0.0,0.0
2025-03-26 00:00:00-04:00,9.569999694824219,11.307000160217285,9.300000190734863,10.600000381469727,481400,0.0,0.0
2025-03-27 00:00:00-04:00,10.279999732971191,12.40999984741211,10.050000190734863,11.829999923706055,454700,0.0,0.0
2025-03-28 00:00:00-04:00,11.739999771118164,13.78499984741211,11.319999694824219,12.789999961853027,434600,0.0,0.0
2025-03-31 00:00:00-04:00,12.489999771118164,14.75,11.649999618530273,13.220000267028809,636300,0.0,0.0
2025-04-01 00:00:00-04:00,12.979999542236328,14.0,11.5,11.789999961853027,550198,0.0,0.0
